x_values energy_values
9.369369369369369149e-01 1.030089595042927630e+00
9.405405405405405928e-01 1.030623780369222642e+00
9.441441441441441595e-01 1.031163940233926990e+00
9.477477477477477263e-01 1.031710102995669009e+00
9.513513513513514042e-01 1.032262297151873343e+00
9.549549549549549710e-01 1.032820551345534854e+00
9.585585585585585378e-01 1.033384894371981444e+00
9.621621621621622156e-01 1.033955355185625313e+00
9.657657657657657824e-01 1.034531962906693359e+00
9.693693693693693492e-01 1.035114746827951349e+00
9.729729729729730270e-01 1.035703736421409005e+00
9.765765765765765938e-01 1.036298961345022862e+00
9.801801801801801606e-01 1.036900451449380256e+00
9.837837837837838384e-01 1.037508236784379312e+00
9.873873873873874052e-01 1.038122347605898721e+00
9.909909909909909720e-01 1.038742814382462409e+00
9.945945945945946498e-01 1.039369667801894659e+00
9.981981981981982166e-01 1.040002938777974562e+00
1.001801801801801783e+00 1.040642658457084258e+00
1.005405405405405350e+00 1.041288858224856728e+00
1.009009009009008917e+00 1.041941569712823146e+00
1.012612612612612484e+00 1.042600824805054227e+00
1.016216216216216273e+00 1.043266655644816243e+00
1.019819819819819839e+00 1.043939094641216148e+00
1.023423423423423406e+00 1.044618174475862249e+00
1.027027027027027195e+00 1.045303928109523772e+00
1.030630630630630762e+00 1.045996388788804188e+00
1.034234234234234329e+00 1.046695590052816316e+00
1.037837837837837895e+00 1.047401565739879636e+00
1.041441441441441462e+00 1.048114349994214045e+00
1.045045045045045029e+00 1.048833977272665141e+00
1.048648648648648596e+00 1.049560482351433066e+00
1.052252252252252163e+00 1.050293900332822661e+00
1.055855855855855729e+00 1.051034266652013383e+00
1.059459459459459518e+00 1.051781617083850540e+00
1.063063063063063085e+00 1.052535987749657842e+00
1.066666666666666652e+00 1.053297415124077041e+00
1.070270270270270441e+00 1.054065936041930218e+00
1.073873873873874008e+00 1.054841587705113382e+00
1.077477477477477574e+00 1.055624407689520927e+00
1.081081081081081141e+00 1.056414433951999410e+00
1.084684684684684708e+00 1.057211704837340838e+00
1.088288288288288275e+00 1.058016259085303945e+00
1.091891891891891841e+00 1.058828135837682538e+00
1.095495495495495408e+00 1.059647374645408258e+00
1.099099099099098975e+00 1.060474015475699083e+00
1.102702702702702764e+00 1.061308098719250026e+00
1.106306306306306331e+00 1.062149665197475779e+00
1.109909909909909898e+00 1.062998756169792447e+00
1.113513513513513686e+00 1.063855413340961231e+00
1.117117117117117253e+00 1.064719678868479846e+00
1.120720720720720820e+00 1.065591595370032119e+00
1.124324324324324387e+00 1.066471205930991539e+00
1.127927927927927954e+00 1.067358554111991431e+00
1.131531531531531520e+00 1.068253683956555067e+00
1.135135135135135087e+00 1.069156639998788627e+00
1.138738738738738654e+00 1.070067467271147210e+00
1.142342342342342221e+00 1.070986211312268344e+00
1.145945945945946010e+00 1.071912918174877660e+00
1.149549549549549576e+00 1.072847634433771180e+00
1.153153153153153143e+00 1.073790407193877972e+00
1.156756756756756932e+00 1.074741284098400307e+00
1.160360360360360499e+00 1.075700313337038860e+00
1.163963963963964066e+00 1.076667543654304060e+00
1.167567567567567632e+00 1.077643024357917589e+00
1.171171171171171199e+00 1.078626805327306259e+00
1.174774774774774766e+00 1.079618937022187586e+00
1.178378378378378333e+00 1.080619470491256617e+00
1.181981981981981900e+00 1.081628457380975128e+00
1.185585585585585466e+00 1.082645949944461394e+00
1.189189189189189255e+00 1.083672001050487221e+00
1.192792792792792822e+00 1.084706664192587544e+00
1.196396396396396389e+00 1.085749993498285937e+00
1.200000000000000178e+00 1.086802043738428258e+00
1.203603603603603744e+00 1.087862870336648413e+00
1.207207207207207311e+00 1.088932529378944691e+00
1.210810810810810878e+00 1.090011077623399993e+00
1.214414414414414445e+00 1.091098572510015741e+00
1.218018018018018012e+00 1.092195072170689452e+00
1.221621621621621578e+00 1.093300635439330426e+00
1.225225225225225145e+00 1.094415321862114432e+00
1.228828828828828712e+00 1.095539191707885607e+00
1.232432432432432501e+00 1.096672305978708684e+00
1.236036036036036068e+00 1.097814726420571985e+00
1.239639639639639634e+00 1.098966515534251842e+00
1.243243243243243423e+00 1.100127736586336447e+00
1.246846846846846990e+00 1.101298453620417117e+00
1.250450450450450557e+00 1.102478731468446105e+00
1.254054054054054124e+00 1.103668635762280914e+00
1.257657657657657690e+00 1.104868232945388495e+00
1.261261261261261257e+00 1.106077590284756607e+00
1.264864864864864824e+00 1.107296775882971263e+00
1.268468468468468391e+00 1.108525858690510013e+00
1.272072072072071958e+00 1.109764908518212412e+00
1.275675675675675746e+00 1.111013996049970975e+00
1.279279279279279313e+00 1.112273192855623316e+00
1.282882882882882880e+00 1.113542571404057657e+00
1.286486486486486669e+00 1.114822205076540618e+00
1.290090090090090236e+00 1.116112168180269038e+00
1.293693693693693803e+00 1.117412535962154729e+00
1.297297297297297369e+00 1.118723384622840822e+00
1.300900900900900936e+00 1.120044791330964351e+00
1.304504504504504503e+00 1.121376834237667763e+00
1.308108108108108070e+00 1.122719592491360219e+00
1.311711711711711636e+00 1.124073146252751565e+00
1.315315315315315203e+00 1.125437576710136334e+00
1.318918918918918992e+00 1.126812966094968838e+00
1.322522522522522559e+00 1.128199397697708495e+00
1.326126126126126126e+00 1.129596955883964027e+00
1.329729729729729915e+00 1.131005726110916987e+00
1.333333333333333481e+00 1.132425794944066366e+00
1.336936936936937048e+00 1.133857250074269629e+00
1.340540540540540615e+00 1.135300180335113485e+00
1.344144144144144182e+00 1.136754675720596408e+00
1.347747747747747749e+00 1.138220827403164215e+00
1.351351351351351315e+00 1.139698727752068041e+00
1.354954954954954882e+00 1.141188470352093365e+00
1.358558558558558449e+00 1.142690150022631412e+00
1.362162162162162238e+00 1.144203862837134489e+00
1.365765765765765805e+00 1.145729706142943893e+00
1.369369369369369371e+00 1.147267778581501751e+00
1.372972972972973160e+00 1.148818180108970299e+00
1.376576576576576727e+00 1.150381012017249294e+00
1.380180180180180294e+00 1.151956376955423744e+00
1.383783783783783861e+00 1.153544378951627758e+00
1.387387387387387427e+00 1.155145123435361576e+00
1.390990990990990994e+00 1.156758717260246039e+00
1.394594594594594561e+00 1.158385268727261108e+00
1.398198198198198128e+00 1.160024887608427813e+00
1.401801801801801695e+00 1.161677685171014884e+00
1.405405405405405261e+00 1.163343774202215020e+00
1.409009009009008828e+00 1.165023269034347608e+00
1.412612612612612839e+00 1.166716285570587486e+00
1.416216216216216406e+00 1.168422941311233476e+00
1.419819819819819973e+00 1.170143355380523165e+00
1.423423423423423539e+00 1.171877648554029205e+00
1.427027027027027106e+00 1.173625943286629836e+00
1.430630630630630673e+00 1.175388363741082021e+00
1.434234234234234240e+00 1.177165035817207661e+00
1.437837837837837807e+00 1.178956087181713075e+00
1.441441441441441373e+00 1.180761647298656847e+00
1.445045045045044940e+00 1.182581847460580482e+00
1.448648648648648507e+00 1.184416820820327620e+00
1.452252252252252074e+00 1.186266702423554475e+00
1.455855855855856085e+00 1.188131629241981457e+00
1.459459459459459651e+00 1.190011740207353563e+00
1.463063063063063218e+00 1.191907176246197242e+00
1.466666666666666785e+00 1.193818080315334651e+00
1.470270270270270352e+00 1.195744597438202383e+00
1.473873873873873919e+00 1.197686874742008634e+00
1.477477477477477485e+00 1.199645061495726361e+00
1.481081081081081052e+00 1.201619309148962422e+00
1.484684684684684619e+00 1.203609771371719983e+00
1.488288288288288186e+00 1.205616604095084643e+00
1.491891891891891753e+00 1.207639965552857353e+00
1.495495495495495319e+00 1.209680016324159224e+00
1.499099099099099330e+00 1.211736919377037536e+00
1.502702702702702897e+00 1.213810840113102918e+00
1.506306306306306464e+00 1.215901946413225243e+00
1.509909909909910031e+00 1.218010408684318868e+00
1.513513513513513598e+00 1.220136399907247426e+00
1.517117117117117164e+00 1.222280095685889911e+00
1.520720720720720731e+00 1.224441674297382265e+00
1.524324324324324298e+00 1.226621316743588208e+00
1.527927927927927865e+00 1.228819206803830388e+00
1.531531531531531432e+00 1.231035531088911839e+00
1.535135135135134998e+00 1.233270479096468142e+00
1.538738738738738565e+00 1.235524243267704936e+00
1.542342342342342576e+00 1.237797019045536295e+00
1.545945945945946143e+00 1.240089004934186834e+00
1.549549549549549710e+00 1.242400402560298378e+00
1.553153153153153276e+00 1.244731416735572749e+00
1.556756756756756843e+00 1.247082255521019034e+00
1.560360360360360410e+00 1.249453130292840441e+00
1.563963963963963977e+00 1.251844255810008688e+00
1.567567567567567544e+00 1.254255850283592544e+00
1.571171171171171110e+00 1.256688135447882937e+00
1.574774774774774677e+00 1.259141336633375685e+00
1.578378378378378244e+00 1.261615682841663810e+00
1.581981981981981811e+00 1.264111406822316708e+00
1.585585585585585822e+00 1.266628745151785917e+00
1.589189189189189388e+00 1.269167938314421207e+00
1.592792792792792955e+00 1.271729230785654474e+00
1.596396396396396522e+00 1.274312871117425860e+00
1.600000000000000089e+00 1.276919112025923342e+00
1.603603603603603656e+00 1.279548210481710191e+00
1.607207207207207222e+00 1.282200427802321352e+00
1.610810810810810789e+00 1.284876029747407333e+00
1.614414414414414356e+00 1.287575286616512882e+00
1.618018018018017923e+00 1.290298473349573261e+00
1.621621621621621490e+00 1.293045869630224054e+00
1.625225225225225056e+00 1.295817759992019758e+00
1.628828828828829067e+00 1.298614433927652634e+00
1.632432432432432634e+00 1.301436186001287298e+00
1.636036036036036201e+00 1.304283315964096079e+00
1.639639639639639768e+00 1.307156128873135037e+00
1.643243243243243334e+00 1.310054935213640137e+00
1.646846846846846901e+00 1.312980051024908335e+00
1.650450450450450468e+00 1.315931798029831956e+00
1.654054054054054035e+00 1.318910503768275344e+00
1.657657657657657602e+00 1.321916501734384797e+00
1.661261261261261168e+00 1.324950131517989460e+00
1.664864864864864735e+00 1.328011738950244824e+00
1.668468468468468302e+00 1.331101676253660493e+00
1.672072072072072313e+00 1.334220302196676755e+00
1.675675675675675880e+00 1.337367982252959608e+00
1.679279279279279447e+00 1.340545088765578763e+00
1.682882882882883013e+00 1.343752001116258032e+00
1.686486486486486580e+00 1.346989105899877748e+00
1.690090090090090147e+00 1.350256797104435691e+00
1.693693693693693714e+00 1.353555476296661952e+00
1.697297297297297280e+00 1.356885552813513529e+00
1.700900900900900847e+00 1.360247443959750724e+00
1.704504504504504414e+00 1.363641575211864687e+00
1.708108108108107981e+00 1.367068380428563268e+00
1.711711711711711548e+00 1.370528302068093174e+00
1.715315315315315559e+00 1.374021791412654903e+00
1.718918918918919125e+00 1.377549308800205541e+00
1.722522522522522692e+00 1.381111323863915219e+00
1.726126126126126259e+00 1.384708315779601406e+00
1.729729729729729826e+00 1.388340773521472116e+00
1.733333333333333393e+00 1.392009196126470449e+00
1.736936936936936959e+00 1.395714092967618170e+00
1.740540540540540526e+00 1.399455984036710454e+00
1.744144144144144093e+00 1.403235400236725328e+00
1.747747747747747660e+00 1.407052883684389855e+00
1.751351351351351227e+00 1.410908988023280353e+00
1.754954954954954793e+00 1.414804278747959110e+00
1.758558558558558804e+00 1.418739333539558833e+00
1.762162162162162371e+00 1.422714742613332861e+00
1.765765765765765938e+00 1.426731109078681170e+00
1.769369369369369505e+00 1.430789049312195527e+00
1.772972972972973071e+00 1.434889193344274450e+00
1.776576576576576638e+00 1.439032185259925489e+00
1.780180180180180205e+00 1.443218683614366338e+00
1.783783783783783772e+00 1.447449361864096673e+00
1.787387387387387339e+00 1.451724908814125525e+00
1.790990990990990905e+00 1.456046029082078475e+00
1.794594594594594472e+00 1.460413443579990034e+00
1.798198198198198039e+00 1.464827890014536615e+00
1.801801801801802050e+00 1.469290123406612469e+00
1.805405405405405617e+00 1.473800916631113012e+00
1.809009009009009183e+00 1.478361060977926300e+00
1.812612612612612750e+00 1.482971366735058361e+00
1.816216216216216317e+00 1.487632663795038557e+00
1.819819819819819884e+00 1.492345802285640843e+00
1.823423423423423451e+00 1.497111653226166128e+00
1.827027027027027017e+00 1.501931109210501658e+00
1.830630630630630584e+00 1.506805085118282594e+00
1.834234234234234151e+00 1.511734518855543330e+00
1.837837837837837718e+00 1.516720372126360683e+00
1.841441441441441285e+00 1.521763631237040837e+00
1.845045045045045295e+00 1.526865307934490268e+00
1.848648648648648862e+00 1.532026440280554791e+00
1.852252252252252429e+00 1.537248093564195006e+00
1.855855855855855996e+00 1.542531361253415501e+00
1.859459459459459563e+00 1.547877365989137610e+00
1.863063063063063129e+00 1.553287260623173127e+00
1.866666666666666696e+00 1.558762229302688151e+00
1.870270270270270263e+00 1.564303488603675518e+00
1.873873873873873830e+00 1.569912288716134308e+00
1.877477477477477397e+00 1.575589914683763082e+00
1.881081081081080963e+00 1.581337687701220629e+00
1.884684684684684530e+00 1.587156966472213160e+00
1.888288288288288541e+00 1.593049148631814349e+00
1.891891891891892108e+00 1.599015672236709484e+00
1.895495495495495675e+00 1.605058017327305464e+00
1.899099099099099242e+00 1.611177707565860873e+00
1.902702702702702808e+00 1.617376311955172508e+00
1.906306306306306375e+00 1.623655446642511713e+00
1.909909909909909942e+00 1.630016776814055213e+00
1.913513513513513509e+00 1.636462018685204356e+00
1.917117117117117076e+00 1.642992941592711142e+00
1.920720720720720642e+00 1.649611370194890902e+00
1.924324324324324209e+00 1.656319186786737063e+00
1.927927927927927776e+00 1.663118333737136689e+00
1.931531531531531787e+00 1.670010816056014979e+00
1.935135135135135354e+00 1.676998704099805337e+00
1.938738738738738920e+00 1.684084136424266687e+00
1.942342342342342487e+00 1.691269322794388241e+00
1.945945945945946054e+00 1.698556547361792068e+00
1.949549549549549621e+00 1.705948172021043652e+00
1.953153153153153188e+00 1.713446639956989648e+00
1.956756756756756754e+00 1.721054479396310288e+00
1.960360360360360321e+00 1.728774307577616520e+00
1.963963963963963888e+00 1.736608834955404967e+00
1.967567567567567455e+00 1.744560869654712354e+00
1.971171171171171022e+00 1.752633322194468546e+00
1.974774774774775032e+00 1.760829210499339048e+00
1.978378378378378599e+00 1.769151665221343706e+00
1.981981981981982166e+00 1.777603935394484358e+00
1.985585585585585733e+00 1.786189394447793788e+00
1.989189189189189300e+00 1.794911546604184061e+00
1.992792792792792866e+00 1.803774033695359380e+00
1.996396396396396433e+00 1.812780642425509292e+00
2.000000000000000000e+00 1.821935312119685735e+00
2.003603603603603567e+00 1.831242142996243327e+00
2.007207207207207134e+00 1.840705405006309192e+00
2.010810810810810700e+00 1.850329547287546728e+00
2.014414414414414267e+00 1.860119208284197301e+00
2.018018018018018278e+00 1.870079226590314336e+00
2.021621621621621845e+00 1.880214652579174084e+00
2.025225225225225412e+00 1.890530760888225359e+00
2.028828828828828978e+00 1.901033063835894321e+00
2.032432432432432545e+00 1.911727325855325788e+00
2.036036036036036112e+00 1.922619579038433502e+00
2.039639639639639679e+00 1.933716139894485320e+00
2.043243243243243246e+00 1.945023627438822400e+00
2.046846846846846812e+00 1.956548982740160314e+00
2.050450450450450379e+00 1.968299490069832736e+00
2.054054054054053946e+00 1.980282799813182226e+00
2.057657657657657513e+00 1.992506953321683039e+00
2.061261261261261524e+00 2.004980409906743422e+00
2.064864864864865091e+00 2.017712076199994709e+00
2.068468468468468657e+00 2.030711338133356136e+00
2.072072072072072224e+00 2.043988095824325057e+00
2.075675675675675791e+00 2.057552801688582900e+00
2.079279279279279358e+00 2.071416502144743266e+00
2.082882882882882924e+00 2.085590883324972111e+00
2.086486486486486491e+00 2.100088321261889490e+00
2.090090090090090058e+00 2.114921937087630877e+00
2.093693693693693625e+00 2.130105657857715773e+00
2.097297297297297192e+00 2.145654283701313503e+00
2.100900900900900758e+00 2.161583562103252198e+00
2.104504504504504769e+00 2.177910270246258939e+00
2.108108108108108336e+00 2.194652306485015636e+00
2.111711711711711903e+00 2.211828792194014071e+00
2.115315315315315470e+00 2.229460185432939667e+00
2.118918918918919037e+00 2.247568408112512905e+00
2.122522522522522603e+00 2.266176988630664191e+00
2.126126126126126170e+00 2.285311222292246036e+00
2.129729729729729737e+00 2.304998352239007620e+00
2.133333333333333304e+00 2.325267774117233621e+00
2.136936936936936871e+00 2.346151268318425132e+00
2.140540540540540437e+00 2.367683264371052587e+00
2.144144144144144004e+00 2.389901142973897219e+00
2.147747747747748015e+00 2.412845582285454427e+00
2.151351351351351582e+00 2.436560956482650475e+00
2.154954954954955149e+00 2.461095796344647813e+00
2.158558558558558715e+00 2.486503323810794974e+00
2.162162162162162282e+00 2.512842075236632500e+00
2.165765765765765849e+00 2.540176631604166513e+00
2.169369369369369416e+00 2.568578478484365935e+00
2.172972972972972983e+00 2.598127024426345244e+00
2.176576576576576549e+00 2.628910814118694095e+00
2.180180180180180116e+00 2.661028982785336172e+00
2.183783783783783683e+00 2.694593011739158772e+00
2.187387387387387250e+00 2.729728863130639560e+00
2.190990990990991261e+00 2.766579596582737111e+00
2.194594594594594827e+00 2.805308604375339687e+00
2.198198198198198394e+00 2.846103649304309258e+00
2.201801801801801961e+00 2.889181956614055746e+00
2.205405405405405528e+00 2.934796708322048975e+00
2.209009009009009095e+00 2.983245430372476914e+00
2.212612612612612661e+00 3.034880975544200776e+00
2.216216216216216228e+00 3.090126129726844528e+00
2.219819819819819795e+00 3.149493377394422922e+00
2.223423423423423362e+00 3.213612179534145241e+00
2.227027027027026929e+00 3.283267473059593655e+00
2.230630630630630495e+00 3.359455429723854802e+00
2.234234234234234506e+00 3.443466678801390568e+00
2.237837837837838073e+00 3.537015011735084702e+00
2.241441441441441640e+00 3.642445087470356668e+00
2.245045045045045207e+00 3.763085557789016988e+00
2.248648648648648773e+00 3.903889944931534295e+00
2.252252252252252340e+00 4.072702367254519729e+00
2.255855855855855907e+00 4.283060261436903993e+00
2.259459459459459474e+00 4.561515287640431460e+00
2.263063063063063041e+00 4.972591578246623456e+00
2.266666666666666607e+00 5.766069083232619796e+00
2.270270270270270174e+00 6.516553621832872345e+00
2.273873873873873741e+00 5.192305983498780364e+00
2.277477477477477308e+00 4.673190182237410895e+00
2.281081081081081319e+00 4.342933954940967567e+00
2.284684684684684886e+00 4.099621289991062234e+00
2.288288288288288452e+00 3.906558892595728416e+00
2.291891891891892019e+00 3.746295685097075445e+00
2.295495495495495586e+00 3.609148395969282497e+00
2.299099099099099153e+00 3.489180681892812608e+00
2.302702702702702720e+00 3.382488447624110606e+00
2.306306306306306286e+00 3.286366173880233887e+00
2.309909909909909853e+00 3.198861302199636381e+00
2.313513513513513420e+00 3.118518247806649768e+00
2.317117117117116987e+00 3.044222749238690628e+00
2.320720720720720553e+00 2.975102768328379721e+00
2.324324324324324564e+00 2.910462944457159029e+00
2.327927927927928131e+00 2.849739828419604937e+00
2.331531531531531698e+00 2.792470458751611151e+00
2.335135135135135265e+00 2.738269775004192663e+00
2.338738738738738832e+00 2.686814043424331722e+00
2.342342342342342398e+00 2.637828470820893667e+00
2.345945945945945965e+00 2.591077797229338842e+00
2.349549549549549532e+00 2.546359046825438899e+00
2.353153153153153099e+00 2.503495868740253094e+00
2.356756756756756666e+00 2.462334066746338923e+00
2.360360360360360232e+00 2.422738030068904092e+00
2.363963963963963799e+00 2.384587855701280734e+00
2.367567567567567810e+00 2.347777007382919834e+00
2.371171171171171377e+00 2.312210395407436003e+00
2.374774774774774944e+00 2.277802789589492338e+00
2.378378378378378510e+00 2.244477498320688102e+00
2.381981981981982077e+00 2.212165261888778378e+00
2.385585585585585644e+00 2.180803319645479466e+00
2.389189189189189211e+00 2.150334619232170841e+00
2.392792792792792778e+00 2.120707142657268562e+00
2.396396396396396344e+00 2.091873329088656419e+00
2.399999999999999911e+00 2.063789578160823091e+00
2.403603603603603478e+00 2.036415820677697663e+00
2.407207207207207045e+00 2.009715146021314514e+00
2.410810810810810612e+00 1.983653477502973939e+00
2.414414414414414178e+00 1.958199288436276442e+00
2.418018018018017745e+00 1.933323352948114193e+00
2.421621621621621756e+00 1.908998526545859553e+00
2.425225225225225323e+00 1.885199552273784551e+00
2.428828828828828890e+00 1.861902888956713742e+00
2.432432432432432456e+00 1.839086558575856678e+00
2.436036036036036023e+00 1.816730010273394980e+00
2.439639639639639590e+00 1.794813998856622739e+00
2.443243243243243157e+00 1.773320475983551470e+00
2.446846846846846724e+00 1.752232492472921788e+00
2.450450450450450290e+00 1.731534110400054116e+00
2.454054054054053857e+00 1.711210323824470469e+00
2.457657657657657424e+00 1.691246987150722747e+00
2.461261261261260991e+00 1.671630750256349884e+00
2.464864864864865002e+00 1.652348999633362903e+00
2.468468468468468568e+00 1.633389804886110408e+00
2.472072072072072135e+00 1.614741870010084401e+00
2.475675675675675702e+00 1.596394488947851631e+00
2.479279279279279269e+00 1.578337504978672756e+00
2.482882882882882836e+00 1.560561273551382300e+00
2.486486486486486402e+00 1.543056628215558224e+00
2.490090090090089969e+00 1.525814849346006197e+00
2.493693693693693536e+00 1.508827635389627941e+00
